research_phase,window_id,topic_instance_id,adjudication_status,human_decision,effective_name,effective_description,effective_path_l1,effective_path_l2,effective_path_l3,effective_taxonomy_path,qualification,effective_message_count,message_share,evidence_message_count,evidence_message_ids,source_name,source_taxonomy_path
A,S1000-0033,STI-b937ea55022b4e1e1131,accepted,agree,同学社交与沟通方式讨论,同学讨论删除好友、说话较多的感受、朋友相处方式及与不同同学交流的方式。,人际关系与社交,人际关系与身份,同伴关系与互动,人际关系与社交 > 人际关系与身份 > 同伴关系与互动,standard,49,0.49,49,1088069073|1088069075|1088069077|1088069079|1088069081|1088069083|1088069085|1088069087|1088069089|1088069091|1088069093|1088069095|1088069097|1088069099|1088069101|1088069103|1088069105|1088069107|1088069109|1088069111|1088069113|1088069117|1088069119|1088069123|1088069125|1088069127|1088069129|1088069131|1088069133|1088069135|1088069137|1088069139|1088069141|1088069143|1088069145|1088069147|1088069149|1088069151|1088069153|1088069155|1088069157|1088069159|1088069161|1088069163|1088069165|1088069167|1088069169|1088069171|1088069173,同学社交与沟通方式讨论,人际关系与社交 > 人际关系与身份 > 同伴关系与互动
A,S1000-0033,STI-c791a45471b5f823b2b5,accepted,agree,群成员争议与移除,群内讨论一名成员的发言、退出班级及被移除班级的情况。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,standard,24,0.24,24,1088069017|1088069023|1088069025|1088069027|1088069029|1088069031|1088069033|1088069035|1088069037|1088069039|1088069041|1088069043|1088069045|1088069049|1088069051|1088069055|1088069057|1088069059|1088069061|1088069063|1088069065|1088069067|1088069069|1088069071,群成员争议与移除,数字平台与技术 > 账号与在线社群 > 群组与社群设置
A,S1000-0034,STI-030ed29ba207389c2bfe,accepted,agree,论文指导课程安排调整,师生协调论文指导课程的日期、时间、会议安排及改期。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,30,0.3,30,1088741067|1088741069|1088741071|1088741073|1088741075|1088741077|1088741085|1088741087|1088741089|1088741091|1088741093|1088741095|1089770705|1089770707|1089770709|1089770711|1089770713|1089770715|1089770717|1089770719|1109533677|1109533683|1109533685|1109533687|1109533689|1109533691|1109533693|1109533695|1109533697|1109533699,论文指导课程安排调整,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
A,S1000-0034,STI-09cd2311f389de17cc0e,corrected,problem,论文修改与导师反馈,导师与学生沟通论文图表、正文、补充材料、讨论部分和题目的修改及反馈。,学习与学业内容,学习任务与评价,学习计划与资源,学习与学业内容 > 学习任务与评价 > 学习计划与资源,standard,39,0.39,39,1088741079|1088741081|1088741083|1090946899|1090946901|1090946903|1090946905|1090946907|1090946909|1090946911|1099463231|1099463233|1099463235|1099463237|1103380365|1104720341|1104720343|1104720345|1104720347|1108232341|1109533663|1109533665|1109533667|1109533669|1109533671|1109533673|1109533675|1110852959|1110852961|1110852963|1110852965|1110852967|1110853003|1110853005|1110853007|1110853009|1110853011|1110853013|1110853015,论文修改与导师反馈,教育与工作经济 > 研究与经济活动 > 学术研究与论文
A,S1000-0034,STI-7f5f1d7502a8e54c0b6c,unresolved,problem,投稿期刊选择与格式准备,师生讨论目标期刊、投稿信、作者和基金信息、引文、账号注册及稿件格式要求。,教育与工作经济,研究与经济活动,学术研究与论文,教育与工作经济 > 研究与经济活动 > 学术研究与论文,standard,26,0.26,26,1088741081|1099463233|1099463239|1099463241|1104720341|1104720343|1109533677|1109533679|1109533681|1110852969|1110852971|1110852973|1110852975|1110852977|1110852979|1110852981|1110852983|1110852985|1110852987|1110852989|1110852991|1110852993|1110852995|1110852997|1110852999|1110853001,投稿期刊选择与格式准备,教育与工作经济 > 研究与经济活动 > 学术研究与论文
A,S1000-0035,STI-23f84407b7a2fc7a1e6d,accepted,agree,联系同学入群,同学商量联系崔迅加入群聊，并跟进回复和添加方式。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,standard,14,0.14,14,1083001175|1083001177|1083001179|1083001181|1083001183|1083001185|1083001187|1083001189|1083001191|1083001193|1083001195|1083001197|1083001199|1083001201,联系同学入群,数字平台与技术 > 账号与在线社群 > 群组与社群设置
A,S1000-0035,STI-510b35f54a1b4d7c9ab9,accepted,agree,备用手机是否可用,同学询问备用手机的持有、使用和存放情况。,数字平台与技术,数字技术与访问,应用与设备使用,数字平台与技术 > 数字技术与访问 > 应用与设备使用,standard,14,0.14,14,1083001129|1083001133|1083001137|1083001139|1083001141|1083001143|1083001145|1083001147|1083001149|1083001153|1083001155|1083001157|1083001159|1083001161,备用手机是否可用,数字平台与技术 > 数字技术与访问 > 应用与设备使用
A,S1000-0035,STI-896436e0b0c1f0b31dfb,accepted,agree,夜间未睡与道晚安,同学在夜间聊天中询问彼此状态，并交流准备睡觉。,日常生活与健康,生活与健康,日常生活与饮食,日常生活与健康 > 生活与健康 > 日常生活与饮食,standard,10,0.1,10,1083001203|1083001207|1083001209|1083001213|1083001215|1083001219|1083001221|1083001223|1083001225|1083001227,夜间未睡与道晚安,日常生活与健康 > 生活与健康 > 日常生活与饮食
A,S1000-0035,STI-bc6cca10191f47b9746f,accepted,agree,数学圆与直线课程进度和难点,同学交流直线与圆相关课程的学习进度、公式难点和练题情况。,学习与学业内容,学科与技能学习,数学学习,学习与学业内容 > 学科与技能学习 > 数学学习,standard,24,0.24,24,1083001047|1083001049|1083001053|1083001061|1083001063|1083001065|1083001067|1083001069|1083001071|1083001073|1083001075|1083001077|1083001097|1083001103|1083001107|1083001109|1083001111|1083001117|1083001119|1083001121|1083001165|1083001169|1083001171|1083001173,数学圆与直线课程进度和难点,学习与学业内容 > 学科与技能学习 > 数学学习
A,S1000-0036,STI-11d73d57136b4062e8d9,accepted,agree,鬼灭之刃同人偏好、配对和创作交流,参与者交流鬼灭之刃角色推选、配对偏好，并讨论绘画和小说同人创作。,娱乐与创作,创作与角色文化,文字与角色创作,娱乐与创作 > 创作与角色文化 > 文字与角色创作,standard,36,0.36,36,1080569385|1080569389|1080569391|1080569393|1080569395|1080569397|1080569399|1080569401|1080569403|1080569405|1080569407|1080569409|1080569411|1080569413|1080569415|1080569429|1080569431|1080569433|1080569435|1080569437|1080569439|1080569441|1080569443|1080569445|1080569447|1080569449|1080569451|1080569453|1080569455|1080569459|1080569461|1080569463|1080569465|1080569467|1080569475|1080569477,鬼灭之刃同人偏好、配对和创作交流,娱乐与创作 > 创作与角色文化 > 文字与角色创作
A,S1000-0036,STI-55cbfa3f4ff648b3a4eb,accepted,agree,关于汞和化学处理尸体的虚构讨论,有人以虚构口吻讨论使用汞和化学方法处理尸体及可能后果。,,,,,short_candidate,3,0.03,3,1080569359|1080569363|1085336399,关于汞和化学处理尸体的虚构讨论,
A,S1000-0036,STI-8d83cdef86b1586079be,accepted,agree,语文和英语课代表的创作分工讨论,群内讨论语文、英语课代表的位置及其在虚构创作中的分工。,娱乐与创作,创作与角色文化,文字与角色创作,娱乐与创作 > 创作与角色文化 > 文字与角色创作,standard,9,0.09,9,1080569349|1080569357|1080569361|1080569365|1080569367|1080569369|1080569371|1080569373|1080569375,语文和英语课代表的创作分工讨论,娱乐与创作 > 创作与角色文化 > 文字与角色创作
A,S1000-0036,STI-b0f6108e09c67e651c5f,accepted,agree,小说圈扩列、建群与私信联系,群成员邀请喜欢小说的人联系、加入群聊，并排查私信消息列表问题。,人际关系与社交,社交活动与日常互动,社群互动与成员交流,人际关系与社交 > 社交活动与日常互动 > 社群互动与成员交流,standard,9,0.09,9,1081559363|1081559365|1081559367|1081559369|1084051145|1097543697|1097543699|1097543701|1098509333,小说圈扩列、建群与私信联系,人际关系与社交 > 社交活动与日常互动 > 社群互动与成员交流
A,S1000-0036,STI-c471d5d7c83948bedcbe,unresolved,problem,班级公共群聊天噪音与转移私聊的协商,群成员就公共群中的私聊和提示音噪音提出意见，并建议转到其他群或关闭提示。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,standard,16,0.16,16,1080569417|1080569423|1080569425|1080569427|1080569457|1080569479|1080569483|1080569485|1080569487|1080569489|1100983941|1100983943|1100983945|1100983947|1100983949|1100983951,班级公共群聊天噪音与转移私聊的协商,数字平台与技术 > 账号与在线社群 > 群组与社群设置
A,S1000-0037,STI-0376635da90d67b4a5eb,accepted,agree,九月可授课时段调整请求,教师请求将九月可授课时间设为除周四外每日北京时间17点至22点。,,,,,short_candidate,2,0.02,2,1098383619|1098383621,九月可授课时段调整请求,
A,S1000-0037,STI-799afa5710def13a1d3c,accepted,agree,学生英语口语学习情况的客观评估,教师就学生的英语口语进展、尚待改进处和学习时长提供客观说明。,,,,,short_candidate,4,0.04,4,1098383611|1098383613|1098383615|1098383617,学生英语口语学习情况的客观评估,
A,S1000-0037,STI-83c44c44c13e58db9e8c,accepted,agree,教师提出提高时薪请求,教师说明课后反馈和备课投入，并请求将时薪提高至8.50美元。,,,,,short_candidate,1,0.01,1,1108277541,教师提出提高时薪请求,
A,S1000-0037,STI-8ef0cbdf7e03e74072f8,accepted,agree,免费试听课的排期与学生需求沟通,工作人员向教师安排多节免费试听课，说明学生情况、时间及每周试听课数量限制。,课程运营与服务,课程服务管理,课程沟通与衔接,课程运营与服务 > 课程服务管理 > 课程沟通与衔接,standard,23,0.23,23,1080386899|1080386901|1080386903|1082518717|1082518719|1082518721|1082518723|1082518725|1082518727|1085091019|1088779483|1088779485|1088779487|1090993005|1090993013|1090993015|1090993017|1096212909|1096212911|1104762559|1104762561|1107035721|1107035723,免费试听课的排期与学生需求沟通,课程运营与服务 > 课程服务管理 > 课程沟通与衔接
A,S1000-0037,STI-ba07ea37aa87375d2cc2,accepted,agree,伊朗教师薪资转账安排,参与者讨论由谁接收和转发伊朗教师薪资、相关手续费与账户风险，并确认一笔转账。,课程运营与服务,课程服务管理,课程费用与薪酬,课程运营与服务 > 课程服务管理 > 课程费用与薪酬,standard,14,0.14,14,1080386867|1080386869|1080386871|1080386879|1080386881|1080386883|1081399429|1081399431|1081399433|1082518729|1083810149|1083810151|1085091029|1085091031,伊朗教师薪资转账安排,课程运营与服务 > 课程服务管理 > 课程费用与薪酬
A,S1000-0037,STI-d503ff417d2057672d77,accepted,agree,学生未入课堂的提醒与等待,教师多次报告学生尚未进入课堂，工作人员表示联系提醒，并反馈学生晚到或未到。,课程运营与服务,课程排期与出勤,到课与缺勤处理,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理,standard,42,0.42,42,1080386873|1080386875|1080386877|1080386891|1080386893|1080386895|1080386897|1081399435|1081399437|1081399439|1085091021|1085091023|1085091025|1085091027|1087631063|1087631065|1087631067|1087631069|1087631071|1087631073|1087631075|1090993007|1090993009|1090993011|1092294793|1092294795|1092294797|1096212901|1096212903|1096212905|1096212907|1099507827|1099507829|1099507831|1104762563|1104762565|1104762567|1104762569|1107035725|1107035727|1107035729|1107035731,学生未入课堂的提醒与等待,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理
A,S1000-0037,STI-f5734810d430ac845a22,accepted,agree,试听课学生掉线后的处理确认,试听课学生短暂离开课堂，工作人员询问是否断线，随后确认学生已返回。,课程运营与服务,课程排期与出勤,到课与缺勤处理,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理,standard,6,0.06,6,1099507833|1099507835|1099507837|1099507839|1099507841|1099507843,试听课学生掉线后的处理确认,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理
A,S1000-0038,STI-c340311fa0699ba5b74f,accepted,agree,群成员清理与月度参与规则说明,群内说明成员缩减、月度参与对齐、未完成者自行退出或补足及后续不再接收新人的安排。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,standard,12,0.12,12,1081409375|1081409377|1081409379|1081409381|1081409383|1081409385|1083827745|1085109989|1085110003|1085110005|1085110007|1085110009,群成员清理与月度参与规则说明,数字平台与技术 > 账号与在线社群 > 群组与社群设置
A,S1000-0038,STI-c907be46c49dc6eab3c9,accepted,agree,股票盘面、持仓和调仓交流,群内持续交流风华高科、蓝色光标、易点天下、润泽科技及其他股票的持仓、买卖、做T和盘面判断。,金融与公共信息,金融与公共议题,金融市场与交易,金融与公共信息 > 金融与公共议题 > 金融市场与交易,standard,87,0.87,87,1082538135|1082538137|1082538139|1082538141|1082538143|1082538145|1082538147|1082538149|1082538151|1082538153|1083827713|1083827715|1083827717|1083827719|1083827721|1083827723|1083827725|1083827727|1083827729|1083827731|1083827733|1083827735|1083827737|1083827739|1083827741|1083827747|1083827749|1083827751|1083827753|1083827755|1085109947|1085109949|1085109951|1085109953|1085109955|1085109957|1085109959|1085109961|1085109963|1085109965|1085109967|1085109969|1085109971|1085109973|1085109975|1085109977|1085109979|1085109981|1085109983|1085109985|1085109987|1085109991|1085109993|1085109995|1085109997|1085109999|1085110001|1085110011|1085110013|1085110015|1085110017|1086398365|1086398367|1086398369|1086398371|1086398373|1086398375|1086398377|1086398379|1086398381|1086398383|1086398385|1086398387|1086398389|1086398391|1087650227|1087650229|1087650231|1087650233|1087650235|1087650237|1087650239|1087650241|1087650243|1087650245|1087650247|1087650249,股票盘面、持仓和调仓交流,金融与公共信息 > 金融与公共议题 > 金融市场与交易
